gene_id,transcript_1,transcript_2,num_junction_T1_only,num_junction_T2_only,num_junction_shared,prop_junction_diff,prop_junction_similar,junction_T1_only,junction_T2_only,junction_shared,num_ER_T1_only,num_ER_T2_only,num_ER_shared,prop_ER_diff,prop_ER_similar,ER_T1_only,ER_T2_only,ER_shared,num_fragment_T1_only,num_fragment_T2_only,num_fragment_shared,prop_fragment_diff,prop_fragment_similar,fragment_T1_only,fragment_T2_only,fragment_shared,num_fragment_singletons_T1_only,num_fragment_singletons_T2_only,num_fragment_singletons_shared,num_IR_fragment_T1,num_IR_fragment_T2,IR_fragment_T1,IR_fragment_T2,num_nt_shared,num_nt_T1_only,num_nt_T2_only,num_nt_diff,total_nt,prop_nt_diff,prop_nt_similar,num_nt_T1_only_in_shared_ER,num_nt_T2_only_in_shared_ER,num_nt_shared_in_shared_ER,total_nt_in_shared_ER,prop_nt_diff_in_shared_ER,prop_nt_similar_in_shared_ER,num_nt_T1_only_in_unique_ER,num_nt_T2_only_in_unique_ER,flag_FSM,flag_IR,flag_5_variation,flag_3_variation,flag_alt_donor_acceptor,flag_alt_exon,flag_no_shared_nt
gene:WBGene00002223,tr_gene:WBGene00002223_1,tr_gene:WBGene00002223_2,1,10,10,0.5238095238095238,0.47619047619047616,IV:11343026:11345893:-,IV:11343026:11343401:-|IV:11343555:11344374:-|IV:11344537:11345893:-|IV:11357039:11357285:-|IV:11357668:11357758:-|IV:11358006:11358076:-|IV:11358172:11358239:-|IV:11358504:11358570:-|IV:11358874:11359504:-|IV:11359707:11359774:-,IV:11341543:11341618:-|IV:11342191:11342300:-|IV:11342487:11342909:-|IV:11346051:11346120:-|IV:11346196:11346538:-|IV:11346606:11350865:-|IV:11350921:11351091:-|IV:11351178:11355424:-|IV:11355542:11356006:-|IV:11356705:11356774:-,0,9,12,0.42857142857142855,0.5714285714285714,,IV:11343391:11343565:-|IV:11344364:11344547:-|IV:11357275:11357678:-|IV:11357748:11358016:-|IV:11358066:11358182:-|IV:11358229:11358514:-|IV:11358560:11358884:-|IV:11359494:11359717:-|IV:11359764:11359863:-,IV:11341324:11341553:-|IV:11341608:11342201:-|IV:11342290:11342497:-|IV:11342899:11343036:-|IV:11345883:11346061:-|IV:11346110:11346206:-|IV:11346528:11346616:-|IV:11350855:11350931:-|IV:11351081:11351188:-|IV:11355414:11355552:-|IV:11355996:11356715:-|IV:11356764:11357050:-,2,9,12,0.4782608695652174,0.5217391304347826,IV:11341324:11341325:-|IV:11357049:11357050:-,IV:11343391:11343565:-|IV:11344364:11344547:-|IV:11357275:11357678:-|IV:11357748:11358016:-|IV:11358066:11358182:-|IV:11358229:11358514:-|IV:11358560:11358884:-|IV:11359494:11359717:-|IV:11359764:11359863:-,IV:11341325:11341553:-|IV:11341608:11342201:-|IV:11342290:11342497:-|IV:11342899:11343036:-|IV:11345883:11346061:-|IV:11346110:11346206:-|IV:11346528:11346616:-|IV:11350855:11350931:-|IV:11351081:11351188:-|IV:11355414:11355552:-|IV:11355996:11356715:-|IV:11356764:11357049:-,0,9,10,0,0,,,2852,2,2075,2077,4929,0.42138364779874216,0.5786163522012578,2,0,2852,2854,0.000700770847932726,0.9992992291520673,0,2075,0,0,1,1,1,1,0
gene:WBGene00002245,tr_gene:WBGene00002245_1,tr_gene:WBGene00002245_2,0,2,9,0.18181818181818182,0.8181818181818181,,IV:6095494:6101431:+|IV:6101449:6101517:+,IV:6101577:6102726:+|IV:6102772:6102847:+|IV:6102966:6106177:+|IV:6106344:6106415:+|IV:6106497:6107727:+|IV:6107972:6108049:+|IV:6108351:6108425:+|IV:6108536:6108994:+|IV:6109466:6110013:+,0,2,10,0.16666666666666666,0.8333333333333334,,IV:6095410:6095504:+|IV:6101421:6101459:+,IV:6101507:6101587:+|IV:6102716:6102782:+|IV:6102837:6102976:+|IV:6106167:6106354:+|IV:6106405:6106507:+|IV:6107717:6107982:+|IV:6108039:6108361:+|IV:6108415:6108546:+|IV:6108984:6109476:+|IV:6110003:6110632:+,0,3,10,0.23076923076923078,0.7692307692307692,,IV:6095410:6095504:+|IV:6101421:6101459:+|IV:6101507:6101513:+,IV:6101513:6101587:+|IV:6102716:6102782:+|IV:6102837:6102976:+|IV:6106167:6106354:+|IV:6106405:6106507:+|IV:6107717:6107982:+|IV:6108039:6108361:+|IV:6108415:6108546:+|IV:6108984:6109476:+|IV:6110003:6110632:+,0,2,9,0,0,,,2407,0,138,138,2545,0.05422396856581532,0.9457760314341846,0,6,2407,2413,0.0024865312888520514,0.997513468711148,0,132,0,0,1,0,1,1,0
gene:WBGene00002992,tr_gene:WBGene00002992_1,tr_gene:WBGene00002992_2,0,3,8,0.2727272727272727,0.7272727272727273,,IV:11054358:11057679:+|IV:11057727:11057798:+|IV:11057858:11059408:+,IV:11059634:11059702:+|IV:11059847:11060418:+|IV:11060480:11060547:+|IV:11060609:11061077:+|IV:11061146:11061633:+|IV:11061889:11061956:+|IV:11062048:11062123:+|IV:11062190:11063103:+,0,3,9,0.25,0.75,,IV:11054307:11054368:+|IV:11057669:11057737:+|IV:11057788:11057868:+,IV:11059398:11059644:+|IV:11059692:11059857:+|IV:11060408:11060490:+|IV:11060537:11060619:+|IV:11061067:11061156:+|IV:11061623:11061899:+|IV:11061946:11062058:+|IV:11062113:11062200:+|IV:11063093:11063613:+,0,4,9,0.3076923076923077,0.6923076923076923,,IV:11054307:11054368:+|IV:11057669:11057737:+|IV:11057788:11057868:+|IV:11059398:11059404:+,IV:11059404:11059644:+|IV:11059692:11059857:+|IV:11060408:11060490:+|IV:11060537:11060619:+|IV:11061067:11061156:+|IV:11061623:11061899:+|IV:11061946:11062058:+|IV:11062113:11062200:+|IV:11063093:11063613:+,0,3,8,0,0,,,1653,0,215,215,1868,0.11509635974304068,0.8849036402569593,0,6,1653,1659,0.003616636528028933,0.9963833634719711,0,209,0,0,1,0,1,1,0
gene:WBGene00003010,tr_gene:WBGene00003010_1,tr_gene:WBGene00003010_2,1,3,2,0.6666666666666666,0.33333333333333337,IV:12132916:12133059:+,IV:12129628:12131956:+|IV:12132049:12132823:+|IV:12132917:12133059:+,IV:12133262:12134641:+|IV:12134712:12134785:+,0,2,4,0.3333333333333333,0.6666666666666667,,IV:12129503:12129638:+|IV:12131946:12132059:+,IV:12132813:12132927:+|IV:12133049:12133272:+|IV:12134631:12134722:+|IV:12134775:12135096:+,0,3,4,0.42857142857142855,0.5714285714285714,,IV:12129503:12129638:+|IV:12131946:12132059:+|IV:12132926:12132927:+,IV:12132813:12132926:+|IV:12133049:12133272:+|IV:12134631:12134722:+|IV:12134775:12135096:+,0,2,3,0,0,,,748,0,249,249,997,0.24974924774322968,0.7502507522567703,0,1,748,749,0.0013351134846461949,0.9986648865153538,0,248,0,0,1,0,1,1,0
gene:WBGene00003037,tr_gene:WBGene00003037_1,tr_gene:WBGene00003037_2,0,1,4,0.2,0.8,,IV:13241381:13241452:+,IV:13241541:13241607:+|IV:13241693:13241763:+|IV:13242131:13242692:+|IV:13242918:13242992:+,0,1,5,0.16666666666666666,0.8333333333333334,,IV:13241244:13241391:+,IV:13241442:13241551:+|IV:13241597:13241703:+|IV:13241753:13242141:+|IV:13242682:13242928:+|IV:13242982:13243401:+,0,2,5,0.2857142857142857,0.7142857142857143,,IV:13241244:13241391:+|IV:13241442:13241451:+,IV:13241451:13241551:+|IV:13241597:13241703:+|IV:13241753:13242141:+|IV:13242682:13242928:+|IV:13242982:13243401:+,0,1,4,0,0,,,1259,0,156,156,1415,0.11024734982332156,0.8897526501766785,0,9,1259,1268,0.007097791798107256,0.9929022082018928,0,147,0,0,1,0,1,1,0
gene:WBGene00003037,tr_gene:WBGene00003037_1,tr_gene:WBGene00003037_3,0,2,4,0.3333333333333333,0.6666666666666667,,IV:13241183:13241245:+|IV:13241381:13241452:+,IV:13241541:13241607:+|IV:13241693:13241763:+|IV:13242131:13242692:+|IV:13242918:13242992:+,0,2,5,0.2857142857142857,0.7142857142857143,,IV:13241050:13241193:+|IV:13241235:13241391:+,IV:13241442:13241551:+|IV:13241597:13241703:+|IV:13241753:13242141:+|IV:13242682:13242928:+|IV:13242982:13243401:+,0,3,5,0.375,0.625,,IV:13241050:13241193:+|IV:13241235:13241391:+|IV:13241442:13241451:+,IV:13241451:13241551:+|IV:13241597:13241703:+|IV:13241753:13242141:+|IV:13242682:13242928:+|IV:13242982:13243401:+,0,2,4,0,0,,,1259,0,308,308,1567,0.196553924696873,0.803446075303127,0,9,1259,1268,0.007097791798107256,0.9929022082018928,0,299,0,0,1,0,1,1,0
gene:WBGene00003037,tr_gene:WBGene00003037_2,tr_gene:WBGene00003037_3,0,1,5,0.16666666666666666,0.8333333333333334,,IV:13241183:13241245:+,IV:13241381:13241452:+|IV:13241541:13241607:+|IV:13241693:13241763:+|IV:13242131:13242692:+|IV:13242918:13242992:+,0,1,6,0.14285714285714285,0.8571428571428572,,IV:13241050:13241193:+,IV:13241235:13241391:+|IV:13241442:13241551:+|IV:13241597:13241703:+|IV:13241753:13242141:+|IV:13242682:13242928:+|IV:13242982:13243401:+,0,2,6,0.25,0.75,,IV:13241050:13241193:+|IV:13241235:13241244:+,IV:13241244:13241391:+|IV:13241442:13241551:+|IV:13241597:13241703:+|IV:13241753:13242141:+|IV:13242682:13242928:+|IV:13242982:13243401:+,0,1,5,0,0,,,1415,0,152,152,1567,0.09700063816209317,0.9029993618379069,0,9,1415,1424,0.006320224719101123,0.9936797752808989,0,143,0,0,1,0,1,1,0
gene:WBGene00003085,tr_gene:WBGene00003085_1,tr_gene:WBGene00003085_2,0,6,2,0.75,0.25,,IV:14071773:14071871:+|IV:14071997:14072132:+|IV:14073080:14073502:+|IV:14073633:14073937:+|IV:14074257:14074634:+|IV:14074938:14075017:+,IV:14076051:14076132:+|IV:14076345:14076417:+,0,6,3,0.6666666666666666,0.33333333333333337,,IV:14071547:14071783:+|IV:14071861:14072007:+|IV:14072122:14073090:+|IV:14073492:14073643:+|IV:14073927:14074267:+|IV:14074624:14074948:+,IV:14075007:14076061:+|IV:14076122:14076355:+|IV:14076407:14076743:+,0,7,3,0.7,0.30000000000000004,,IV:14071547:14071783:+|IV:14071861:14072007:+|IV:14072122:14073090:+|IV:14073492:14073643:+|IV:14073927:14074267:+|IV:14074624:14074948:+|IV:14075007:14075009:+,IV:14075009:14076061:+|IV:14076122:14076355:+|IV:14076407:14076743:+,0,6,2,0,0,,,1621,0,2167,2167,3788,0.5720696937697993,0.4279303062302007,0,2,1621,1623,0.0012322858903265558,0.9987677141096735,0,2165,0,0,1,0,1,1,0
gene:WBGene00003086,tr_gene:WBGene00003086_1,tr_gene:WBGene00003086_2,1,5,3,0.6666666666666666,0.33333333333333337,IV:14063014:14063080:-,IV:14061592:14062171:-|IV:14062318:14062397:-|IV:14062455:14062530:-|IV:14062614:14062699:-|IV:14063020:14063080:-,IV:14063417:14066817:-|IV:14067019:14069056:-|IV:14069138:14069764:-,0,4,5,0.4444444444444444,0.5555555555555556,,IV:14061004:14061602:-|IV:14062161:14062328:-|IV:14062387:14062465:-|IV:14062520:14062624:-,IV:14062689:14063030:-|IV:14063070:14063427:-|IV:14066807:14067029:-|IV:14069046:14069148:-|IV:14069754:14069854:-,0,5,5,0.5,0.5,,IV:14061004:14061602:-|IV:14062161:14062328:-|IV:14062387:14062465:-|IV:14062520:14062624:-|IV:14063024:14063030:-,IV:14062689:14063024:-|IV:14063070:14063427:-|IV:14066807:14067029:-|IV:14069046:14069148:-|IV:14069754:14069854:-,0,4,4,0,0,,,1116,0,953,953,2069,0.4606089898501692,0.5393910101498308,0,6,1116,1122,0.0053475935828877,0.9946524064171123,0,947,0,0,0,1,1,1,0
gene:WBGene00003130,tr_gene:WBGene00003130_1,tr_gene:WBGene00003130_2,6,0,0,1,0,IV:16848595:16850166:-|IV:16850719:16851542:-|IV:16851679:16852157:-|IV:16852462:16853368:-|IV:16853453:16853753:-|IV:16853805:16854840:-,,,0,0,1,0.0,1.0,,,IV:16848203:16854921:-,6,0,7,0.46153846153846156,0.5384615384615384,IV:16848605:16850156:-|IV:16850729:16851532:-|IV:16851689:16852147:-|IV:16852472:16853358:-|IV:16853463:16853743:-|IV:16853815:16854830:-,,IV:16848203:16848605:-|IV:16850156:16850729:-|IV:16851532:16851689:-|IV:16852147:16852472:-|IV:16853358:16853463:-|IV:16853743:16853815:-|IV:16854830:16854921:-,0,0,0,6,0,IV:16848605:16850156:-|IV:16850729:16851532:-|IV:16851689:16852147:-|IV:16852472:16853358:-|IV:16853463:16853743:-|IV:16853815:16854830:-,,1725,4993,0,4993,6718,0.7432271509377791,0.25677284906222086,4993,0,1725,6718,0.7432271509377791,0.25677284906222086,0,0,0,1,0,0,0,0,0
gene:WBGene00003150,tr_gene:WBGene00003150_1,tr_gene:WBGene00003150_2,5,0,0,1,0,IV:13031372:13031605:+|IV:13031758:13032549:+|IV:13032845:13032921:+|IV:13033165:13033238:+|IV:13033920:13034833:+,,,0,5,1,0.8333333333333334,0.16666666666666663,,IV:13031248:13031382:+|IV:13031595:13031768:+|IV:13032539:13032855:+|IV:13032911:13033175:+|IV:13033228:13033930:+,IV:13034823:13035955:+,0,6,1,0.8571428571428571,0.1428571428571429,,IV:13031248:13031382:+|IV:13031595:13031768:+|IV:13032539:13032855:+|IV:13032911:13033175:+|IV:13033228:13033930:+|IV:13035729:13035955:+,IV:13034823:13035729:+,0,5,0,0,0,,,906,0,1815,1815,2721,0.6670341786108048,0.33296582138919517,0,226,906,1132,0.19964664310954064,0.8003533568904594,0,1589,0,0,1,1,1,1,0
gene:WBGene00003150,tr_gene:WBGene00003150_1,tr_gene:WBGene00003150_3,10,0,0,1,0,IV:13009219:13009469:+|IV:13009505:13014623:+|IV:13014814:13014908:+|IV:13015105:13023843:+|IV:13024044:13024474:+|IV:13024608:13031603:+|IV:13031758:13032549:+|IV:13032845:13032921:+|IV:13033165:13033238:+|IV:13033920:13034833:+,,,0,10,1,0.9090909090909091,0.09090909090909094,,IV:13009115:13009229:+|IV:13009459:13009515:+|IV:13014613:13014824:+|IV:13014898:13015115:+|IV:13023833:13024054:+|IV:13024464:13024618:+|IV:13031593:13031768:+|IV:13032539:13032855:+|IV:13032911:13033175:+|IV:13033228:13033930:+,IV:13034823:13035955:+,0,11,1,0.9166666666666666,0.08333333333333337,,IV:13009115:13009229:+|IV:13009459:13009515:+|IV:13014613:13014824:+|IV:13014898:13015115:+|IV:13023833:13024054:+|IV:13024464:13024618:+|IV:13031593:13031768:+|IV:13032539:13032855:+|IV:13032911:13033175:+|IV:13033228:13033930:+|IV:13035729:13035955:+,IV:13034823:13035729:+,0,10,0,0,0,,,906,0,2656,2656,3562,0.7456485120718698,0.2543514879281302,0,226,906,1132,0.19964664310954064,0.8003533568904594,0,2430,0,0,1,1,1,1,0
gene:WBGene00003150,tr_gene:WBGene00003150_2,tr_gene:WBGene00003150_3,1,6,4,0.6363636363636364,0.36363636363636365,IV:13031372:13031605:+,IV:13009219:13009469:+|IV:13009505:13014623:+|IV:13014814:13014908:+|IV:13015105:13023843:+|IV:13024044:13024474:+|IV:13024608:13031603:+,IV:13031758:13032549:+|IV:13032845:13032921:+|IV:13033165:13033238:+|IV:13033920:13034833:+,1,6,5,0.5833333333333334,0.41666666666666663,IV:13031248:13031382:+,IV:13009115:13009229:+|IV:13009459:13009515:+|IV:13014613:13014824:+|IV:13014898:13015115:+|IV:13023833:13024054:+|IV:13024464:13024618:+,IV:13031593:13031768:+|IV:13032539:13032855:+|IV:13032911:13033175:+|IV:13033228:13033930:+|IV:13034823:13035955:+,1,7,5,0.6153846153846154,0.3846153846153846,IV:13031248:13031382:+,IV:13009115:13009229:+|IV:13009459:13009515:+|IV:13014613:13014824:+|IV:13014898:13015115:+|IV:13023833:13024054:+|IV:13024464:13024618:+|IV:13031593:13031595:+,IV:13031595:13031768:+|IV:13032539:13032855:+|IV:13032911:13033175:+|IV:13033228:13033930:+|IV:13034823:13035955:+,1,6,4,0,0,,,2587,134,975,1109,3696,0.3000541125541126,0.6999458874458875,0,2,2587,2589,0.000772499034376207,0.9992275009656237,134,973,0,0,1,0,1,1,0
gene:WBGene00003153,tr_gene:WBGene00003153_1,tr_gene:WBGene00003153_2,2,2,9,0.3076923076923077,0.6923076923076923,IV:3112505:3116631:-|IV:3132265:3133003:-,IV:3103896:3105187:-|IV:3105294:3116631:-,IV:3116779:3117606:-|IV:3119646:3120855:-|IV:3120961:3121640:-|IV:3121671:3124039:-|IV:3124128:3126134:-|IV:3126506:3127914:-|IV:3127976:3129349:-|IV:3129528:3131326:-|IV:3131363:3132226:-,2,2,10,0.2857142857142857,0.7142857142857143,IV:3111373:3112515:-|IV:3132993:3133147:-,IV:3103156:3103906:-|IV:3105177:3105304:-,IV:3116621:3116789:-|IV:3117596:3119656:-|IV:3120845:3120971:-|IV:3121630:3121681:-|IV:3124029:3124138:-|IV:3126124:3126516:-|IV:3127904:3127986:-|IV:3129339:3129538:-|IV:3131316:3131373:-|IV:3132216:3132277:-,2,3,10,0.3333333333333333,0.6666666666666667,IV:3111373:3112515:-|IV:3132993:3133147:-,IV:3103156:3103906:-|IV:3105177:3105304:-|IV:3132275:3132277:-,IV:3116621:3116789:-|IV:3117596:3119656:-|IV:3120845:3120971:-|IV:3121630:3121681:-|IV:3124029:3124138:-|IV:3126124:3126516:-|IV:3127904:3127986:-|IV:3129339:3129538:-|IV:3131316:3131373:-|IV:3132216:3132275:-,2,2,9,0,0,,,3303,1296,879,2175,5478,0.39704271631982474,0.6029572836801753,0,2,3303,3305,0.000605143721633888,0.9993948562783661,1296,877,0,0,1,1,1,1,0
gene:WBGene00003161,tr_gene:WBGene00003161_1,tr_gene:WBGene00003161_2,1,5,0,1.0,0.0,IV:2641014:2641080:-,IV:2636611:2637554:-|IV:2637676:2639644:-|IV:2639687:2640571:-|IV:2640669:2640753:-|IV:2640880:2640950:-,,0,5,1,0.8333333333333334,0.16666666666666663,,IV:2636227:2636621:-|IV:2637544:2637686:-|IV:2639634:2639697:-|IV:2640561:2640679:-|IV:2640743:2640890:-,IV:2640940:2641117:-,0,6,2,0.75,0.25,,IV:2636227:2636621:-|IV:2637544:2637686:-|IV:2639634:2639697:-|IV:2640561:2640679:-|IV:2640743:2640890:-|IV:2641024:2641070:-,IV:2640940:2641024:-|IV:2641070:2641117:-,0,5,0,0,1,,IV:2641024:2641070:-,131,0,910,910,1041,0.8741594620557157,0.1258405379442843,0,46,131,177,0.2598870056497175,0.7401129943502824,0,864,0,1,0,1,0,0,0
gene:WBGene00003656,tr_gene:WBGene00003656_1,tr_gene:WBGene00003656_2,1,7,4,0.6666666666666666,0.33333333333333337,IV:8229052:8229258:-,IV:8226969:8227039:-|IV:8227293:8227679:-|IV:8227979:8228048:-|IV:8228381:8228456:-|IV:8228508:8228794:-|IV:8228925:8229004:-|IV:8229058:8229258:-,IV:8229322:8231532:-|IV:8231826:8235834:-|IV:8235899:8236044:-|IV:8236193:8236518:-,0,6,6,0.5,0.5,,IV:8226336:8226979:-|IV:8227029:8227303:-|IV:8227669:8227989:-|IV:8228038:8228391:-|IV:8228446:8228518:-|IV:8228784:8228935:-,IV:8228994:8229068:-|IV:8229248:8229332:-|IV:8231522:8231836:-|IV:8235824:8235909:-|IV:8236034:8236203:-|IV:8236508:8236602:-,0,7,6,0.5384615384615384,0.46153846153846156,,IV:8226336:8226979:-|IV:8227029:8227303:-|IV:8227669:8227989:-|IV:8228038:8228391:-|IV:8228446:8228518:-|IV:8228784:8228935:-|IV:8229062:8229068:-,IV:8228994:8229062:-|IV:8229248:8229332:-|IV:8231522:8231836:-|IV:8235824:8235909:-|IV:8236034:8236203:-|IV:8236508:8236602:-,0,6,5,0,0,,,814,0,1819,1819,2633,0.6908469426509685,0.30915305734903153,0,6,814,820,0.007317073170731708,0.9926829268292683,0,1813,0,0,0,1,1,1,0
gene:WBGene00003787,tr_gene:WBGene00003787_1,tr_gene:WBGene00003787_2,1,3,5,0.4444444444444444,0.5555555555555556,IV:9859857:9860115:+,IV:9858579:9858647:+|IV:9858731:9858831:+|IV:9858916:9860115:+,IV:9860277:9860353:+|IV:9860513:9860583:+|IV:9860957:9861071:+|IV:9861230:9861300:+|IV:9861478:9861545:+,1,3,6,0.4,0.6,IV:9859194:9859867:+,IV:9858487:9858589:+|IV:9858637:9858741:+|IV:9858821:9858926:+,IV:9860105:9860287:+|IV:9860343:9860523:+|IV:9860573:9860967:+|IV:9861061:9861240:+|IV:9861290:9861488:+|IV:9861535:9862118:+,1,3,6,0.4,0.6,IV:9859194:9859867:+,IV:9858487:9858589:+|IV:9858637:9858741:+|IV:9858821:9858926:+,IV:9860105:9860287:+|IV:9860343:9860523:+|IV:9860573:9860967:+|IV:9861061:9861240:+|IV:9861290:9861488:+|IV:9861535:9862118:+,1,3,6,0,0,,,1716,673,311,984,2700,0.36444444444444446,0.6355555555555555,0,0,1716,1716,0.0,1.0,673,311,0,0,1,0,0,1,0
gene:WBGene00003827,tr_gene:WBGene00003827_1,tr_gene:WBGene00003827_2,0,10,1,0.9090909090909091,0.09090909090909094,,IV:7910671:7910755:+|IV:7910804:7910966:+|IV:7911042:7911117:+|IV:7911418:7911541:+|IV:7911629:7911699:+|IV:7911852:7911917:+|IV:7911962:7912033:+|IV:7912081:7912151:+|IV:7912310:7912384:+|IV:7912817:7912878:+,IV:7913147:7913737:+,0,10,2,0.8333333333333334,0.16666666666666663,,IV:7910599:7910681:+|IV:7910745:7910814:+|IV:7910956:7911052:+|IV:7911107:7911428:+|IV:7911531:7911639:+|IV:7911689:7911862:+|IV:7911907:7911972:+|IV:7912023:7912091:+|IV:7912141:7912320:+|IV:7912374:7912827:+,IV:7912868:7913157:+|IV:7913727:7915184:+,0,11,2,0.8461538461538461,0.15384615384615385,,IV:7910599:7910681:+|IV:7910745:7910814:+|IV:7910956:7911052:+|IV:7911107:7911428:+|IV:7911531:7911639:+|IV:7911689:7911862:+|IV:7911907:7911972:+|IV:7912023:7912091:+|IV:7912141:7912320:+|IV:7912374:7912827:+|IV:7912868:7912874:+,IV:7912874:7913157:+|IV:7913727:7915184:+,0,10,1,0,0,,,1740,0,1620,1620,3360,0.48214285714285715,0.5178571428571428,0,6,1740,1746,0.003436426116838488,0.9965635738831615,0,1614,0,0,1,0,1,1,0
gene:WBGene00003893,tr_gene:WBGene00003893_1,tr_gene:WBGene00003893_2,0,2,3,0.4,0.6,,IV:1107501:1107570:+|IV:1107623:1108822:+,IV:1108936:1109224:+|IV:1109411:1109905:+|IV:1110032:1110406:+,0,2,4,0.3333333333333333,0.6666666666666667,,IV:1107434:1107511:+|IV:1107560:1107633:+,IV:1108812:1108946:+|IV:1109214:1109421:+|IV:1109895:1110042:+|IV:1110396:1110856:+,0,3,4,0.42857142857142855,0.5714285714285714,,IV:1107434:1107511:+|IV:1107560:1107633:+|IV:1108812:1108815:+,IV:1108815:1108946:+|IV:1109214:1109421:+|IV:1109895:1110042:+|IV:1110396:1110856:+,0,2,3,0,0,,,945,0,153,153,1098,0.13934426229508196,0.860655737704918,0,3,945,948,0.0031645569620253164,0.9968354430379747,0,150,0,0,1,0,1,1,0
gene:WBGene00003914,tr_gene:WBGene00003914_1,tr_gene:WBGene00003914_2,2,7,0,1.0,0.0,IV:7547107:7550054:-|IV:7550179:7550768:-,IV:7544216:7544282:-|IV:7544923:7544989:-|IV:7545898:7545963:-|IV:7546178:7546274:-|IV:7546893:7547022:-|IV:7547415:7547480:-|IV:7547642:7547758:-,,2,7,1,0.9,0.09999999999999998,IV:7550044:7550189:-|IV:7550758:7550812:-,IV:7543983:7544226:-|IV:7544272:7544933:-|IV:7544979:7545908:-|IV:7545953:7546188:-|IV:7546264:7546903:-|IV:7547470:7547652:-|IV:7547748:7547893:-,IV:7547012:7547425:-,2,8,1,0.9090909090909091,0.09090909090909094,IV:7550044:7550189:-|IV:7550758:7550812:-,IV:7543983:7544226:-|IV:7544272:7544933:-|IV:7544979:7545908:-|IV:7545953:7546188:-|IV:7546264:7546903:-|IV:7547117:7547425:-|IV:7547470:7547652:-|IV:7547748:7547893:-,IV:7547012:7547117:-,2,7,0,0,0,,,105,199,3342,3541,3646,0.9712013165112452,0.028798683488754806,0,308,105,413,0.7457627118644068,0.2542372881355932,199,3034,0,0,1,1,1,1,0
gene:WBGene00003920,tr_gene:WBGene00003920_1,tr_gene:WBGene00003920_2,0,1,0,1,0,,IV:11821744:11821817:-,,0,0,1,0.0,1.0,,,IV:11820944:11821855:-,0,2,2,0.5,0.5,,IV:11820944:11821588:-|IV:11821754:11821807:-,IV:11821588:11821754:-|IV:11821807:11821855:-,0,0,0,0,1,,IV:11821754:11821807:-,214,0,697,697,911,0.7650933040614709,0.2349066959385291,0,697,214,911,0.7650933040614709,0.2349066959385291,0,0,0,1,0,1,0,0,0
gene:WBGene00003920,tr_gene:WBGene00003920_1,tr_gene:WBGene00003920_3,1,3,0,1.0,0.0,IV:11821744:11821817:-,IV:11821274:11821341:-|IV:11821513:11821598:-|IV:11821749:11821813:-,,0,2,2,0.5,0.5,,IV:11820944:11821284:-|IV:11821331:11821523:-,IV:11821588:11821759:-|IV:11821803:11821855:-,0,4,2,0.6666666666666666,0.33333333333333337,,IV:11820944:11821284:-|IV:11821331:11821523:-|IV:11821754:11821759:-|IV:11821803:11821807:-,IV:11821588:11821754:-|IV:11821807:11821855:-,0,2,0,0,0,,,214,0,541,541,755,0.7165562913907285,0.2834437086092715,0,9,214,223,0.04035874439461883,0.9596412556053812,0,532,0,0,0,1,1,1,0
gene:WBGene00003920,tr_gene:WBGene00003920_1,tr_gene:WBGene00003920_4,1,5,0,1.0,0.0,IV:11821744:11821817:-,IV:11820770:11820834:-|IV:11820878:11821000:-|IV:11821274:11821341:-|IV:11821513:11821598:-|IV:11821749:11821817:-,,0,4,2,0.6666666666666666,0.33333333333333337,,IV:11820505:11820780:-|IV:11820824:11820888:-|IV:11820990:11821284:-|IV:11821331:11821523:-,IV:11821588:11821759:-|IV:11821807:11821855:-,0,5,2,0.7142857142857143,0.2857142857142857,,IV:11820505:11820780:-|IV:11820824:11820888:-|IV:11820990:11821284:-|IV:11821331:11821523:-|IV:11821754:11821759:-,IV:11821588:11821754:-|IV:11821807:11821855:-,0,4,1,0,0,,,214,0,830,830,1044,0.7950191570881227,0.20498084291187735,0,5,214,219,0.0228310502283105,0.9771689497716896,0,825,0,0,0,1,1,1,0
gene:WBGene00003920,tr_gene:WBGene00003920_1,tr_gene:WBGene00003920_5,1,2,0,1.0,0.0,IV:11821744:11821817:-,IV:11821274:11821341:-|IV:11821749:11821817:-,,0,1,2,0.3333333333333333,0.6666666666666667,,IV:11820505:11821284:-,IV:11821331:11821759:-|IV:11821807:11821855:-,0,3,2,0.6,0.4,,IV:11820505:11821284:-|IV:11821331:11821588:-|IV:11821754:11821759:-,IV:11821588:11821754:-|IV:11821807:11821855:-,0,1,1,0,0,,,214,0,1041,1041,1255,0.8294820717131474,0.17051792828685264,0,262,214,476,0.5504201680672269,0.44957983193277307,0,779,0,0,0,1,1,1,0
gene:WBGene00003920,tr_gene:WBGene00003920_2,tr_gene:WBGene00003920_3,3,0,0,1,0,IV:11821274:11821341:-|IV:11821513:11821598:-|IV:11821749:11821813:-,,,0,0,1,0.0,1.0,,,IV:11820944:11821855:-,3,0,4,0.42857142857142855,0.5714285714285714,IV:11821284:11821331:-|IV:11821523:11821588:-|IV:11821759:11821803:-,,IV:11820944:11821284:-|IV:11821331:11821523:-|IV:11821588:11821759:-|IV:11821803:11821855:-,0,0,0,3,0,IV:11821284:11821331:-|IV:11821523:11821588:-|IV:11821759:11821803:-,,755,156,0,156,911,0.1712403951701427,0.8287596048298573,156,0,755,911,0.1712403951701427,0.8287596048298573,0,0,0,1,0,0,0,0,0
