gene_id,transcript_id,consolidation_transcript_id
gene:WBGene00017934,FLAIR_gene:WBGene00017934_1,tr_gene:WBGene00017934_1
gene:WBGene00017989,FLAIR_gene:WBGene00017989_1,tr_gene:WBGene00017989_1
gene:WBGene00017990,FLAIR_gene:WBGene00017990_1,tr_gene:WBGene00017990_1
gene:WBGene00017992,FLAIR_gene:WBGene00017992_1,tr_gene:WBGene00017992_1
gene:WBGene00017993,FLAIR_gene:WBGene00017993_1,tr_gene:WBGene00017993_1
gene:WBGene00017996,FLAIR_gene:WBGene00017996_1,tr_gene:WBGene00017996_1
gene:WBGene00017997,FLAIR_gene:WBGene00017997_1,tr_gene:WBGene00017997_1
gene:WBGene00017999,FLAIR_gene:WBGene00017999_1,tr_gene:WBGene00017999_1
gene:WBGene00018064,FLAIR_gene:WBGene00018064_1,tr_gene:WBGene00018064_1
gene:WBGene00018070,FLAIR_gene:WBGene00018070_1,tr_gene:WBGene00018070_1
gene:WBGene00018071,FLAIR_gene:WBGene00018071_1,tr_gene:WBGene00018071_1
gene:WBGene00018072,FLAIR_gene:WBGene00018072_1,tr_gene:WBGene00018072_1
gene:WBGene00018073,FLAIR_gene:WBGene00018073_1,tr_gene:WBGene00018073_1
gene:WBGene00018084,FLAIR_gene:WBGene00018084_1,tr_gene:WBGene00018084_1
gene:WBGene00018085,FLAIR_gene:WBGene00018085_1,tr_gene:WBGene00018085_1
gene:WBGene00018117,FLAIR_gene:WBGene00018117_1,tr_gene:WBGene00018117_1
gene:WBGene00018118,FLAIR_gene:WBGene00018118_1,tr_gene:WBGene00018118_1
gene:WBGene00018145,FLAIR_gene:WBGene00018145_1,tr_gene:WBGene00018145_1
gene:WBGene00018146,FLAIR_gene:WBGene00018146_1,tr_gene:WBGene00018146_1
gene:WBGene00018160,FLAIR_gene:WBGene00018160_1,tr_gene:WBGene00018160_1
gene:WBGene00018161,FLAIR_gene:WBGene00018161_2,tr_gene:WBGene00018161_2
gene:WBGene00018161,FLAIR_gene:WBGene00018161_1,tr_gene:WBGene00018161_1
gene:WBGene00018164,FLAIR_gene:WBGene00018164_1,tr_gene:WBGene00018164_1
gene:WBGene00018316,FLAIR_gene:WBGene00018316_2,tr_gene:WBGene00018316_2
gene:WBGene00018316,FLAIR_gene:WBGene00018316_1,tr_gene:WBGene00018316_1
gene:WBGene00018317,FLAIR_gene:WBGene00018317_1,tr_gene:WBGene00018317_1
gene:WBGene00018319,FLAIR_gene:WBGene00018319_4,tr_gene:WBGene00018319_4
gene:WBGene00018319,FLAIR_gene:WBGene00018319_1,tr_gene:WBGene00018319_2
gene:WBGene00018319,FLAIR_gene:WBGene00018319_2,tr_gene:WBGene00018319_3
gene:WBGene00018319,FLAIR_gene:WBGene00018319_3,tr_gene:WBGene00018319_1
gene:WBGene00018321,FLAIR_gene:WBGene00018321_1,tr_gene:WBGene00018321_1
gene:WBGene00018328,FLAIR_gene:WBGene00018328_1,tr_gene:WBGene00018328_1
gene:WBGene00018330,FLAIR_gene:WBGene00018330_1,tr_gene:WBGene00018330_1
gene:WBGene00018333,FLAIR_gene:WBGene00018333_1,tr_gene:WBGene00018333_1
gene:WBGene00018334,FLAIR_gene:WBGene00018334_1,tr_gene:WBGene00018334_1
gene:WBGene00018335,FLAIR_gene:WBGene00018335_1,tr_gene:WBGene00018335_1
gene:WBGene00018337,FLAIR_gene:WBGene00018337_1,tr_gene:WBGene00018337_1
gene:WBGene00018349,FLAIR_gene:WBGene00018349_1,tr_gene:WBGene00018349_1
gene:WBGene00018350,FLAIR_gene:WBGene00018350_1,tr_gene:WBGene00018350_1
gene:WBGene00018357,FLAIR_gene:WBGene00018357_1,tr_gene:WBGene00018357_1
gene:WBGene00018361,FLAIR_gene:WBGene00018361_1,tr_gene:WBGene00018361_1
gene:WBGene00018470,FLAIR_gene:WBGene00018470_2,tr_gene:WBGene00018470_2
gene:WBGene00018470,FLAIR_gene:WBGene00018470_1,tr_gene:WBGene00018470_1
gene:WBGene00018635,FLAIR_gene:WBGene00018635_2,tr_gene:WBGene00018635_2
gene:WBGene00018635,FLAIR_gene:WBGene00018635_1,tr_gene:WBGene00018635_1
gene:WBGene00018636,FLAIR_gene:WBGene00018636_2,tr_gene:WBGene00018636_2
gene:WBGene00018636,FLAIR_gene:WBGene00018636_1,tr_gene:WBGene00018636_1
gene:WBGene00018637,FLAIR_gene:WBGene00018637_1,tr_gene:WBGene00018637_1
gene:WBGene00018638,FLAIR_gene:WBGene00018638_1,tr_gene:WBGene00018638_1
gene:WBGene00018643,FLAIR_gene:WBGene00018643_1,tr_gene:WBGene00018643_1
gene:WBGene00018646,FLAIR_gene:WBGene00018646_1,tr_gene:WBGene00018646_1
gene:WBGene00018647,FLAIR_gene:WBGene00018647_1,tr_gene:WBGene00018647_1
gene:WBGene00018678,FLAIR_gene:WBGene00018678_1,tr_gene:WBGene00018678_1
gene:WBGene00018679,FLAIR_gene:WBGene00018679_1,tr_gene:WBGene00018679_1
gene:WBGene00018680,FLAIR_gene:WBGene00018680_1,tr_gene:WBGene00018680_1
gene:WBGene00018681,FLAIR_gene:WBGene00018681_1,tr_gene:WBGene00018681_1
gene:WBGene00018776,FLAIR_gene:WBGene00018776_1,tr_gene:WBGene00018776_1
gene:WBGene00018777,FLAIR_gene:WBGene00018777_1,tr_gene:WBGene00018777_1
gene:WBGene00018778,FLAIR_gene:WBGene00018778_1,tr_gene:WBGene00018778_1
gene:WBGene00018898,FLAIR_gene:WBGene00018898_1,tr_gene:WBGene00018898_1
gene:WBGene00018898,FLAIR_gene:WBGene00018898_2,tr_gene:WBGene00018898_2
gene:WBGene00018900,FLAIR_gene:WBGene00018900_1,tr_gene:WBGene00018900_1
gene:WBGene00018901,FLAIR_gene:WBGene00018901_1,tr_gene:WBGene00018901_1
gene:WBGene00018902,FLAIR_gene:WBGene00018902_1,tr_gene:WBGene00018902_1
gene:WBGene00018903,FLAIR_gene:WBGene00018903_1,tr_gene:WBGene00018903_1
gene:WBGene00018904,FLAIR_gene:WBGene00018904_1,tr_gene:WBGene00018904_1
gene:WBGene00018925,FLAIR_gene:WBGene00018925_1,tr_gene:WBGene00018925_1
gene:WBGene00018925,FLAIR_gene:WBGene00018925_2,tr_gene:WBGene00018925_2
gene:WBGene00018928,FLAIR_gene:WBGene00018928_1,tr_gene:WBGene00018928_1
gene:WBGene00018932,FLAIR_gene:WBGene00018932_1,tr_gene:WBGene00018932_1
gene:WBGene00018934,FLAIR_gene:WBGene00018934_1,tr_gene:WBGene00018934_1
gene:WBGene00018935,FLAIR_gene:WBGene00018935_1,tr_gene:WBGene00018935_1
gene:WBGene00018971,FLAIR_gene:WBGene00018971_1,tr_gene:WBGene00018971_1
gene:WBGene00019055,FLAIR_gene:WBGene00019055_1,tr_gene:WBGene00019055_1
gene:WBGene00019057,FLAIR_gene:WBGene00019057_1,tr_gene:WBGene00019057_1
gene:WBGene00019060,FLAIR_gene:WBGene00019060_1,tr_gene:WBGene00019060_1
gene:WBGene00019068,FLAIR_gene:WBGene00019068_1,tr_gene:WBGene00019068_1
gene:WBGene00019153,FLAIR_gene:WBGene00019153_1,tr_gene:WBGene00019153_1
gene:WBGene00019154,FLAIR_gene:WBGene00019154_1,tr_gene:WBGene00019154_1
gene:WBGene00019162,FLAIR_gene:WBGene00019162_1,tr_gene:WBGene00019162_1
gene:WBGene00019163,FLAIR_gene:WBGene00019163_1,tr_gene:WBGene00019163_1
gene:WBGene00019164,FLAIR_gene:WBGene00019164_1,tr_gene:WBGene00019164_1
gene:WBGene00019205,FLAIR_gene:WBGene00019205_1,tr_gene:WBGene00019205_1
gene:WBGene00019213,FLAIR_gene:WBGene00019213_1,tr_gene:WBGene00019213_1
gene:WBGene00019215,FLAIR_gene:WBGene00019215_1,tr_gene:WBGene00019215_1
gene:WBGene00019259,FLAIR_gene:WBGene00019259_1,tr_gene:WBGene00019259_1
gene:WBGene00019263,FLAIR_gene:WBGene00019263_1,tr_gene:WBGene00019263_1
gene:WBGene00019264,FLAIR_gene:WBGene00019264_1,tr_gene:WBGene00019264_1
gene:WBGene00019295,FLAIR_gene:WBGene00019295_1,tr_gene:WBGene00019295_1
gene:WBGene00019296,FLAIR_gene:WBGene00019296_1,tr_gene:WBGene00019296_1
gene:WBGene00019298,FLAIR_gene:WBGene00019298_1,tr_gene:WBGene00019298_1
gene:WBGene00019300,FLAIR_gene:WBGene00019300_1,tr_gene:WBGene00019300_1
gene:WBGene00019368,FLAIR_gene:WBGene00019368_1,tr_gene:WBGene00019368_1
gene:WBGene00019503,FLAIR_gene:WBGene00019503_1,tr_gene:WBGene00019503_1
gene:WBGene00019504,FLAIR_gene:WBGene00019504_2,tr_gene:WBGene00019504_2
gene:WBGene00019504,FLAIR_gene:WBGene00019504_1,tr_gene:WBGene00019504_1
gene:WBGene00019509,FLAIR_gene:WBGene00019509_1,tr_gene:WBGene00019509_1
gene:WBGene00019510,FLAIR_gene:WBGene00019510_1,tr_gene:WBGene00019510_1
gene:WBGene00019514,FLAIR_gene:WBGene00019514_1,tr_gene:WBGene00019514_1
gene:WBGene00019535,FLAIR_gene:WBGene00019535_1,tr_gene:WBGene00019535_1
gene:WBGene00019537,FLAIR_gene:WBGene00019537_1,tr_gene:WBGene00019537_1
gene:WBGene00019537,FLAIR_gene:WBGene00019537_2,tr_gene:WBGene00019537_2
gene:WBGene00019540,FLAIR_gene:WBGene00019540_1,tr_gene:WBGene00019540_1
gene:WBGene00019543,FLAIR_gene:WBGene00019543_1,tr_gene:WBGene00019543_1
gene:WBGene00019544,FLAIR_gene:WBGene00019544_1,tr_gene:WBGene00019544_1
gene:WBGene00019546,FLAIR_gene:WBGene00019546_1,tr_gene:WBGene00019546_1
gene:WBGene00019579,FLAIR_gene:WBGene00019579_1,tr_gene:WBGene00019579_1
gene:WBGene00019658,FLAIR_gene:WBGene00019658_1,tr_gene:WBGene00019658_1
gene:WBGene00019663,FLAIR_gene:WBGene00019663_1,tr_gene:WBGene00019663_1
gene:WBGene00019664,FLAIR_gene:WBGene00019664_1,tr_gene:WBGene00019664_2
gene:WBGene00019664,FLAIR_gene:WBGene00019664_3,tr_gene:WBGene00019664_3
gene:WBGene00019664,FLAIR_gene:WBGene00019664_2,tr_gene:WBGene00019664_1
gene:WBGene00019719,FLAIR_gene:WBGene00019719_2,tr_gene:WBGene00019719_2
gene:WBGene00019719,FLAIR_gene:WBGene00019719_1,tr_gene:WBGene00019719_1
gene:WBGene00019720,FLAIR_gene:WBGene00019720_1,tr_gene:WBGene00019720_1
gene:WBGene00019723,FLAIR_gene:WBGene00019723_1,tr_gene:WBGene00019723_1
gene:WBGene00019724,FLAIR_gene:WBGene00019724_1,tr_gene:WBGene00019724_1
gene:WBGene00019725,FLAIR_gene:WBGene00019725_1,tr_gene:WBGene00019725_1
gene:WBGene00019726,FLAIR_gene:WBGene00019726_1,tr_gene:WBGene00019726_1
gene:WBGene00019751,FLAIR_gene:WBGene00019751_1,tr_gene:WBGene00019751_1
gene:WBGene00019766,FLAIR_gene:WBGene00019766_1,tr_gene:WBGene00019766_1
gene:WBGene00019778,FLAIR_gene:WBGene00019778_1,tr_gene:WBGene00019778_1
gene:WBGene00019786,FLAIR_gene:WBGene00019786_2,tr_gene:WBGene00019786_2
gene:WBGene00019786,FLAIR_gene:WBGene00019786_1,tr_gene:WBGene00019786_1
gene:WBGene00019787,FLAIR_gene:WBGene00019787_1,tr_gene:WBGene00019787_1
gene:WBGene00019792,FLAIR_gene:WBGene00019792_1,tr_gene:WBGene00019792_1
gene:WBGene00019819,FLAIR_gene:WBGene00019819_1,tr_gene:WBGene00019819_1
gene:WBGene00019820,FLAIR_gene:WBGene00019820_1,tr_gene:WBGene00019820_1
gene:WBGene00019821,FLAIR_gene:WBGene00019821_1,tr_gene:WBGene00019821_1
gene:WBGene00019822,FLAIR_gene:WBGene00019822_1,tr_gene:WBGene00019822_1
gene:WBGene00019823,FLAIR_gene:WBGene00019823_1,tr_gene:WBGene00019823_1
gene:WBGene00019824,FLAIR_gene:WBGene00019824_1,tr_gene:WBGene00019824_1
gene:WBGene00019825,FLAIR_gene:WBGene00019825_1,tr_gene:WBGene00019825_1
gene:WBGene00019875,FLAIR_gene:WBGene00019875_1,tr_gene:WBGene00019875_1
gene:WBGene00019898,FLAIR_gene:WBGene00019898_1,tr_gene:WBGene00019898_1
gene:WBGene00019900,FLAIR_gene:WBGene00019900_1,tr_gene:WBGene00019900_1
gene:WBGene00019902,FLAIR_gene:WBGene00019902_1,tr_gene:WBGene00019902_1
gene:WBGene00019946,FLAIR_gene:WBGene00019946_2,tr_gene:WBGene00019946_2
gene:WBGene00019946,FLAIR_gene:WBGene00019946_1,tr_gene:WBGene00019946_1
gene:WBGene00019947,FLAIR_gene:WBGene00019947_1,tr_gene:WBGene00019947_1
gene:WBGene00019953,FLAIR_gene:WBGene00019953_2,tr_gene:WBGene00019953_2
gene:WBGene00019953,FLAIR_gene:WBGene00019953_1,tr_gene:WBGene00019953_1
gene:WBGene00019955,FLAIR_gene:WBGene00019955_1,tr_gene:WBGene00019955_1
gene:WBGene00020139,FLAIR_gene:WBGene00020139_1,tr_gene:WBGene00020139_1
gene:WBGene00020208,FLAIR_gene:WBGene00020208_1,tr_gene:WBGene00020208_1
gene:WBGene00020234,FLAIR_gene:WBGene00020234_1,tr_gene:WBGene00020234_1
gene:WBGene00020235,FLAIR_gene:WBGene00020235_1,tr_gene:WBGene00020235_1
gene:WBGene00020284,FLAIR_gene:WBGene00020284_1,tr_gene:WBGene00020284_1
gene:WBGene00020286,FLAIR_gene:WBGene00020286_1,tr_gene:WBGene00020286_1
gene:WBGene00020287,FLAIR_gene:WBGene00020287_1,tr_gene:WBGene00020287_1
gene:WBGene00020296,FLAIR_gene:WBGene00020296_1,tr_gene:WBGene00020296_1
gene:WBGene00020297,FLAIR_gene:WBGene00020297_1,tr_gene:WBGene00020297_1
gene:WBGene00020298,FLAIR_gene:WBGene00020298_1,tr_gene:WBGene00020298_1
gene:WBGene00020299,FLAIR_gene:WBGene00020299_1,tr_gene:WBGene00020299_1
gene:WBGene00020300,FLAIR_gene:WBGene00020300_1,tr_gene:WBGene00020300_1
gene:WBGene00020374,FLAIR_gene:WBGene00020374_1,tr_gene:WBGene00020374_1
gene:WBGene00020433,FLAIR_gene:WBGene00020433_1,tr_gene:WBGene00020433_1
gene:WBGene00020445,FLAIR_gene:WBGene00020445_1,tr_gene:WBGene00020445_1
gene:WBGene00020446,FLAIR_gene:WBGene00020446_1,tr_gene:WBGene00020446_1
gene:WBGene00020447,FLAIR_gene:WBGene00020447_1,tr_gene:WBGene00020447_1
gene:WBGene00020462,FLAIR_gene:WBGene00020462_1,tr_gene:WBGene00020462_1
gene:WBGene00020463,FLAIR_gene:WBGene00020463_1,tr_gene:WBGene00020463_1
gene:WBGene00020464,FLAIR_gene:WBGene00020464_1,tr_gene:WBGene00020464_1
gene:WBGene00020497,FLAIR_gene:WBGene00020497_1,tr_gene:WBGene00020497_1
gene:WBGene00020585,FLAIR_gene:WBGene00020585_1,tr_gene:WBGene00020585_1
gene:WBGene00020647,FLAIR_gene:WBGene00020647_1,tr_gene:WBGene00020647_1
gene:WBGene00020649,FLAIR_gene:WBGene00020649_1,tr_gene:WBGene00020649_1
gene:WBGene00020651,FLAIR_gene:WBGene00020651_1,tr_gene:WBGene00020651_1
gene:WBGene00020679,FLAIR_gene:WBGene00020679_1,tr_gene:WBGene00020679_1
gene:WBGene00020682,FLAIR_gene:WBGene00020682_1,tr_gene:WBGene00020682_3
gene:WBGene00020682,FLAIR_gene:WBGene00020682_4,tr_gene:WBGene00020682_4
gene:WBGene00020682,FLAIR_gene:WBGene00020682_2,tr_gene:WBGene00020682_2
gene:WBGene00020682,FLAIR_gene:WBGene00020682_3,tr_gene:WBGene00020682_1
gene:WBGene00020683,FLAIR_gene:WBGene00020683_1,tr_gene:WBGene00020683_1
gene:WBGene00020684,FLAIR_gene:WBGene00020684_1,tr_gene:WBGene00020684_1
gene:WBGene00020687,FLAIR_gene:WBGene00020687_1,tr_gene:WBGene00020687_1
gene:WBGene00020824,FLAIR_gene:WBGene00020824_1,tr_gene:WBGene00020824_1
gene:WBGene00020827,FLAIR_gene:WBGene00020827_1,tr_gene:WBGene00020827_1
gene:WBGene00020831,FLAIR_gene:WBGene00020831_1,tr_gene:WBGene00020831_1
gene:WBGene00020930,FLAIR_gene:WBGene00020930_1,tr_gene:WBGene00020930_1
gene:WBGene00020993,FLAIR_gene:WBGene00020993_1,tr_gene:WBGene00020993_1
gene:WBGene00020994,FLAIR_gene:WBGene00020994_1,tr_gene:WBGene00020994_1
gene:WBGene00021012,FLAIR_gene:WBGene00021012_2,tr_gene:WBGene00021012_2
gene:WBGene00021012,FLAIR_gene:WBGene00021012_1,tr_gene:WBGene00021012_1
gene:WBGene00021082,FLAIR_gene:WBGene00021082_1,tr_gene:WBGene00021082_1
gene:WBGene00021088,FLAIR_gene:WBGene00021088_1,tr_gene:WBGene00021088_1
gene:WBGene00021123,FLAIR_gene:WBGene00021123_1,tr_gene:WBGene00021123_1
gene:WBGene00021153,FLAIR_gene:WBGene00021153_1,tr_gene:WBGene00021153_1
gene:WBGene00021155,FLAIR_gene:WBGene00021155_1,tr_gene:WBGene00021155_1
gene:WBGene00021160,FLAIR_gene:WBGene00021160_1,tr_gene:WBGene00021160_1
gene:WBGene00021161,FLAIR_gene:WBGene00021161_1,tr_gene:WBGene00021161_1
gene:WBGene00021199,FLAIR_gene:WBGene00021199_1,tr_gene:WBGene00021199_1
gene:WBGene00021200,FLAIR_gene:WBGene00021200_1,tr_gene:WBGene00021200_1
gene:WBGene00021201,FLAIR_gene:WBGene00021201_1,tr_gene:WBGene00021201_1
gene:WBGene00021202,FLAIR_gene:WBGene00021202_1,tr_gene:WBGene00021202_1
gene:WBGene00021205,FLAIR_gene:WBGene00021205_1,tr_gene:WBGene00021205_1
gene:WBGene00021281,FLAIR_gene:WBGene00021281_1,tr_gene:WBGene00021281_1
gene:WBGene00021282,FLAIR_gene:WBGene00021282_1,tr_gene:WBGene00021282_1
gene:WBGene00021286,FLAIR_gene:WBGene00021286_2,tr_gene:WBGene00021286_2
gene:WBGene00021286,FLAIR_gene:WBGene00021286_1,tr_gene:WBGene00021286_1
gene:WBGene00021359,FLAIR_gene:WBGene00021359_1,tr_gene:WBGene00021359_1
gene:WBGene00021363,FLAIR_gene:WBGene00021363_1,tr_gene:WBGene00021363_1
gene:WBGene00021365,FLAIR_gene:WBGene00021365_2,tr_gene:WBGene00021365_2
gene:WBGene00021365,FLAIR_gene:WBGene00021365_1,tr_gene:WBGene00021365_1
gene:WBGene00021366,FLAIR_gene:WBGene00021366_1,tr_gene:WBGene00021366_1
gene:WBGene00021366,FLAIR_gene:WBGene00021366_2,tr_gene:WBGene00021366_2
gene:WBGene00021368,FLAIR_gene:WBGene00021368_1,tr_gene:WBGene00021368_1
gene:WBGene00021369,FLAIR_gene:WBGene00021369_1,tr_gene:WBGene00021369_1
gene:WBGene00021372,FLAIR_gene:WBGene00021372_1,tr_gene:WBGene00021372_1
gene:WBGene00021374,FLAIR_gene:WBGene00021374_1,tr_gene:WBGene00021374_1
gene:WBGene00021375,FLAIR_gene:WBGene00021375_2,tr_gene:WBGene00021375_2
gene:WBGene00021375,FLAIR_gene:WBGene00021375_1,tr_gene:WBGene00021375_1
gene:WBGene00021376,FLAIR_gene:WBGene00021376_1,tr_gene:WBGene00021376_1
gene:WBGene00021377,FLAIR_gene:WBGene00021377_1,tr_gene:WBGene00021377_1
gene:WBGene00021378,FLAIR_gene:WBGene00021378_1,tr_gene:WBGene00021378_1
gene:WBGene00021394,FLAIR_gene:WBGene00021394_1,tr_gene:WBGene00021394_1
gene:WBGene00021395,FLAIR_gene:WBGene00021395_1,tr_gene:WBGene00021395_1
gene:WBGene00021398,FLAIR_gene:WBGene00021398_1,tr_gene:WBGene00021398_1
gene:WBGene00021401,FLAIR_gene:WBGene00021401_1,tr_gene:WBGene00021401_1
gene:WBGene00021402,FLAIR_gene:WBGene00021402_1,tr_gene:WBGene00021402_1
gene:WBGene00021415,FLAIR_gene:WBGene00021415_1,tr_gene:WBGene00021415_1
gene:WBGene00021419,FLAIR_gene:WBGene00021419_1,tr_gene:WBGene00021419_1
gene:WBGene00021420,FLAIR_gene:WBGene00021420_1,tr_gene:WBGene00021420_1
gene:WBGene00021421,FLAIR_gene:WBGene00021421_2,tr_gene:WBGene00021421_2
gene:WBGene00021421,FLAIR_gene:WBGene00021421_1,tr_gene:WBGene00021421_1
gene:WBGene00021423,FLAIR_gene:WBGene00021423_1,tr_gene:WBGene00021423_1
gene:WBGene00021425,FLAIR_gene:WBGene00021425_1,tr_gene:WBGene00021425_1
gene:WBGene00021427,FLAIR_gene:WBGene00021427_1,tr_gene:WBGene00021427_1
gene:WBGene00021430,FLAIR_gene:WBGene00021430_1,tr_gene:WBGene00021430_1
gene:WBGene00021495,FLAIR_gene:WBGene00021495_1,tr_gene:WBGene00021495_1
gene:WBGene00021497,FLAIR_gene:WBGene00021497_1,tr_gene:WBGene00021497_1
gene:WBGene00021506,FLAIR_gene:WBGene00021506_2,tr_gene:WBGene00021506_2
gene:WBGene00021506,FLAIR_gene:WBGene00021506_1,tr_gene:WBGene00021506_1
gene:WBGene00021507,FLAIR_gene:WBGene00021507_1,tr_gene:WBGene00021507_1
gene:WBGene00021508,FLAIR_gene:WBGene00021508_2,tr_gene:WBGene00021508_2
gene:WBGene00021508,FLAIR_gene:WBGene00021508_1,tr_gene:WBGene00021508_1
gene:WBGene00021512,FLAIR_gene:WBGene00021512_1,tr_gene:WBGene00021512_2
gene:WBGene00021512,FLAIR_gene:WBGene00021512_2,tr_gene:WBGene00021512_1
gene:WBGene00021514,FLAIR_gene:WBGene00021514_1,tr_gene:WBGene00021514_1
gene:WBGene00021515,FLAIR_gene:WBGene00021515_1,tr_gene:WBGene00021515_1
gene:WBGene00021518,FLAIR_gene:WBGene00021518_1,tr_gene:WBGene00021518_1
gene:WBGene00021519,FLAIR_gene:WBGene00021519_1,tr_gene:WBGene00021519_1
gene:WBGene00021522,FLAIR_gene:WBGene00021522_1,tr_gene:WBGene00021522_1
gene:WBGene00021525,FLAIR_gene:WBGene00021525_1,tr_gene:WBGene00021525_1
gene:WBGene00021536,FLAIR_gene:WBGene00021536_1,tr_gene:WBGene00021536_1
gene:WBGene00021538,FLAIR_gene:WBGene00021538_2,tr_gene:WBGene00021538_2
gene:WBGene00021538,FLAIR_gene:WBGene00021538_1,tr_gene:WBGene00021538_1
gene:WBGene00021539,FLAIR_gene:WBGene00021539_1,tr_gene:WBGene00021539_1
gene:WBGene00021541,FLAIR_gene:WBGene00021541_1,tr_gene:WBGene00021541_1
gene:WBGene00021543,FLAIR_gene:WBGene00021543_1,tr_gene:WBGene00021543_1
gene:WBGene00021544,FLAIR_gene:WBGene00021544_2,tr_gene:WBGene00021544_2
gene:WBGene00021544,FLAIR_gene:WBGene00021544_1,tr_gene:WBGene00021544_1
gene:WBGene00021655,FLAIR_gene:WBGene00021655_1,tr_gene:WBGene00021655_1
gene:WBGene00021868,FLAIR_gene:WBGene00021868_3,tr_gene:WBGene00021868_3
gene:WBGene00021868,FLAIR_gene:WBGene00021868_2,tr_gene:WBGene00021868_2
gene:WBGene00021868,FLAIR_gene:WBGene00021868_1,tr_gene:WBGene00021868_1
gene:WBGene00021869,FLAIR_gene:WBGene00021869_2,tr_gene:WBGene00021869_2
gene:WBGene00021869,FLAIR_gene:WBGene00021869_1,tr_gene:WBGene00021869_1
gene:WBGene00021870,FLAIR_gene:WBGene00021870_1,tr_gene:WBGene00021870_1
gene:WBGene00021872,FLAIR_gene:WBGene00021872_1,tr_gene:WBGene00021872_3
gene:WBGene00021872,FLAIR_gene:WBGene00021872_4,tr_gene:WBGene00021872_4
gene:WBGene00021872,FLAIR_gene:WBGene00021872_2,tr_gene:WBGene00021872_1
gene:WBGene00021872,FLAIR_gene:WBGene00021872_3,tr_gene:WBGene00021872_2
gene:WBGene00021876,FLAIR_gene:WBGene00021876_1,tr_gene:WBGene00021876_1
gene:WBGene00021877,FLAIR_gene:WBGene00021877_1,tr_gene:WBGene00021877_1
gene:WBGene00021879,FLAIR_gene:WBGene00021879_1,tr_gene:WBGene00021879_1
gene:WBGene00021881,FLAIR_gene:WBGene00021881_1,tr_gene:WBGene00021881_1
gene:WBGene00021882,FLAIR_gene:WBGene00021882_1,tr_gene:WBGene00021882_1
gene:WBGene00021883,FLAIR_gene:WBGene00021883_1,tr_gene:WBGene00021883_1
gene:WBGene00021884,FLAIR_gene:WBGene00021884_1,tr_gene:WBGene00021884_1
gene:WBGene00021887,FLAIR_gene:WBGene00021887_1,tr_gene:WBGene00021887_1
gene:WBGene00021888,FLAIR_gene:WBGene00021888_1,tr_gene:WBGene00021888_1
gene:WBGene00021890,FLAIR_gene:WBGene00021890_1,tr_gene:WBGene00021890_1
gene:WBGene00021892,FLAIR_gene:WBGene00021892_1,tr_gene:WBGene00021892_1
gene:WBGene00021895,FLAIR_gene:WBGene00021895_1,tr_gene:WBGene00021895_1
gene:WBGene00021898,FLAIR_gene:WBGene00021898_3,tr_gene:WBGene00021898_2
gene:WBGene00021898,FLAIR_gene:WBGene00021898_2,tr_gene:WBGene00021898_1
gene:WBGene00021898,FLAIR_gene:WBGene00021898_1,tr_gene:WBGene00021898_1
gene:WBGene00021920,FLAIR_gene:WBGene00021920_1,tr_gene:WBGene00021920_1
gene:WBGene00021921,FLAIR_gene:WBGene00021921_1,tr_gene:WBGene00021921_1
gene:WBGene00021922,FLAIR_gene:WBGene00021922_1,tr_gene:WBGene00021922_1
gene:WBGene00021923,FLAIR_gene:WBGene00021923_1,tr_gene:WBGene00021923_1
gene:WBGene00021925,FLAIR_gene:WBGene00021925_1,tr_gene:WBGene00021925_1
gene:WBGene00021926,FLAIR_gene:WBGene00021926_1,tr_gene:WBGene00021926_2
gene:WBGene00021926,FLAIR_gene:WBGene00021926_2,tr_gene:WBGene00021926_1
gene:WBGene00021927,FLAIR_gene:WBGene00021927_1,tr_gene:WBGene00021927_1
gene:WBGene00021928,FLAIR_gene:WBGene00021928_1,tr_gene:WBGene00021928_1
gene:WBGene00021929,FLAIR_gene:WBGene00021929_1,tr_gene:WBGene00021929_1
gene:WBGene00021930,FLAIR_gene:WBGene00021930_1,tr_gene:WBGene00021930_1
gene:WBGene00021932,FLAIR_gene:WBGene00021932_1,tr_gene:WBGene00021932_1
gene:WBGene00021933,FLAIR_gene:WBGene00021933_1,tr_gene:WBGene00021933_1
gene:WBGene00021934,FLAIR_gene:WBGene00021934_1,tr_gene:WBGene00021934_1
gene:WBGene00021935,FLAIR_gene:WBGene00021935_1,tr_gene:WBGene00021935_1
gene:WBGene00021936,FLAIR_gene:WBGene00021936_1,tr_gene:WBGene00021936_1
gene:WBGene00021938,FLAIR_gene:WBGene00021938_1,tr_gene:WBGene00021938_1
gene:WBGene00021939,FLAIR_gene:WBGene00021939_1,tr_gene:WBGene00021939_1
gene:WBGene00021942,FLAIR_gene:WBGene00021942_1,tr_gene:WBGene00021942_1
gene:WBGene00021943,FLAIR_gene:WBGene00021943_1,tr_gene:WBGene00021943_1
gene:WBGene00021945,FLAIR_gene:WBGene00021945_1,tr_gene:WBGene00021945_1
gene:WBGene00021952,FLAIR_gene:WBGene00021952_1,tr_gene:WBGene00021952_1
gene:WBGene00021994,FLAIR_gene:WBGene00021994_1,tr_gene:WBGene00021994_1
gene:WBGene00021996,FLAIR_gene:WBGene00021996_1,tr_gene:WBGene00021996_1
gene:WBGene00022010,FLAIR_gene:WBGene00022010_1,tr_gene:WBGene00022010_1
