transcript_id,input_gene_id,output_gene_id
FBtr0333803,FBtr0333803,XLOC_015200
FBtr0340107,FBtr0340107,XLOC_013994
FBtr0340109,FBtr0340109,XLOC_013994
FBtr0310443,FBtr0310443,XLOC_015202
FBtr0070342,FBtr0070342,XLOC_015202
FBtr0070341,FBtr0070341,XLOC_015203
FBtr0303044,FBtr0303044,XLOC_015203
FBtr0310288,FBtr0310288,XLOC_015203
FBtr0310289,FBtr0310289,XLOC_015203
FBtr0303043,FBtr0303043,XLOC_015203
FBtr0303045,FBtr0303045,XLOC_015203
FBtr0340108,FBtr0340108,XLOC_013994
FBtr0070340,FBtr0070340,XLOC_015204
FBtr0343802,FBtr0343802,XLOC_013995
FBtr0070339,FBtr0070339,XLOC_015205
FBtr0070338,FBtr0070338,XLOC_015206
FBtr0340110,FBtr0340110,XLOC_013996
FBtr0070337,FBtr0070337,XLOC_015207
FBtr0070336,FBtr0070336,XLOC_015207
FBtr0070335,FBtr0070335,XLOC_015207
FBtr0070334,FBtr0070334,XLOC_015207
FBtr0302435,FBtr0302435,XLOC_015207
FBtr0300255,FBtr0300255,XLOC_015207
FBtr0300254,FBtr0300254,XLOC_015207
FBtr0070328,FBtr0070328,XLOC_013997
FBtr0340111,FBtr0340111,XLOC_013998
FBtr0070330,FBtr0070330,XLOC_013999
FBtr0344156,FBtr0344156,XLOC_013999
FBtr0070331,FBtr0070331,XLOC_015208
FBtr0070375,FBtr0070375,XLOC_014000
FBtr0070434,FBtr0070434,XLOC_015209
FBtr0070376,FBtr0070376,XLOC_014001
FBtr0070377,FBtr0070377,XLOC_014001
FBtr0333754,FBtr0333754,XLOC_014001
FBtr0333755,FBtr0333755,XLOC_014001
FBtr0070378,FBtr0070378,XLOC_014002
FBtr0333260,FBtr0333260,XLOC_014002
FBtr0114319,FBtr0114319,XLOC_014003
FBtr0070379,FBtr0070379,XLOC_014002
FBtr0070380,FBtr0070380,XLOC_014002
FBtr0070433,FBtr0070433,XLOC_015210
FBtr0112843,FBtr0112843,XLOC_015210
FBtr0070432,FBtr0070432,XLOC_015211
FBtr0343589,FBtr0343589,XLOC_015211
FBtr0301515,FBtr0301515,XLOC_015211
FBtr0345598,FBtr0345598,XLOC_015211
FBtr0070381,FBtr0070381,XLOC_014004
FBtr0070382,FBtr0070382,XLOC_014004
FBtr0070383,FBtr0070383,XLOC_014004
FBtr0070384,FBtr0070384,XLOC_014005
FBtr0331410,FBtr0331410,XLOC_014005
FBtr0070431,FBtr0070431,XLOC_015212
FBtr0344159,FBtr0344159,XLOC_015213
FBtr0070430,FBtr0070430,XLOC_015213
FBtr0070429,FBtr0070429,XLOC_015213
FBtr0070428,FBtr0070428,XLOC_015214
FBtr0070427,FBtr0070427,XLOC_015214
FBtr0310501,FBtr0310501,XLOC_014006
FBtr0070385,FBtr0070385,XLOC_014006
FBtr0310076,FBtr0310076,XLOC_014006
FBtr0310500,FBtr0310500,XLOC_014006
FBtr0070386,FBtr0070386,XLOC_014007
FBtr0343049,FBtr0343049,XLOC_014007
FBtr0070426,FBtr0070426,XLOC_015215
FBtr0310077,FBtr0310077,XLOC_015215
FBtr0346009,FBtr0346009,XLOC_014008
FBtr0342773,FBtr0342773,XLOC_015216
FBtr0345609,FBtr0345609,XLOC_014009
FBtr0070387,FBtr0070387,XLOC_014009
FBtr0070388,FBtr0070388,XLOC_014010
FBtr0070389,FBtr0070389,XLOC_014011
FBtr0070425,FBtr0070425,XLOC_015217
FBtr0345607,FBtr0345607,XLOC_014012
FBtr0070390,FBtr0070390,XLOC_014012
FBtr0290085,FBtr0290085,XLOC_014013
FBtr0342764,FBtr0342764,XLOC_014013
FBtr0070392,FBtr0070392,XLOC_014014
FBtr0345608,FBtr0345608,XLOC_014014
FBtr0342765,FBtr0342765,XLOC_014015
FBtr0331383,FBtr0331383,XLOC_015218
FBtr0070424,FBtr0070424,XLOC_015218
FBtr0070393,FBtr0070393,XLOC_014015
FBtr0309994,FBtr0309994,XLOC_015219
FBtr0070423,FBtr0070423,XLOC_015219
FBtr0345599,FBtr0345599,XLOC_015220
FBtr0070422,FBtr0070422,XLOC_015220
FBtr0342772,FBtr0342772,XLOC_015220
FBtr0070421,FBtr0070421,XLOC_015220
FBtr0070420,FBtr0070420,XLOC_015221
FBtr0342771,FBtr0342771,XLOC_015221
FBtr0342770,FBtr0342770,XLOC_015221
FBtr0332380,FBtr0332380,XLOC_014016
FBtr0344153,FBtr0344153,XLOC_014017
FBtr0332381,FBtr0332381,XLOC_014017
FBtr0342766,FBtr0342766,XLOC_014017
FBtr0070419,FBtr0070419,XLOC_015222
FBtr0342769,FBtr0342769,XLOC_015222
FBtr0070396,FBtr0070396,XLOC_014018
FBtr0070397,FBtr0070397,XLOC_014019
FBtr0070418,FBtr0070418,XLOC_015223
FBtr0342768,FBtr0342768,XLOC_015224
FBtr0070417,FBtr0070417,XLOC_015224
FBtr0070416,FBtr0070416,XLOC_015225
FBtr0342767,FBtr0342767,XLOC_015225
FBtr0070415,FBtr0070415,XLOC_015226
FBtr0340208,FBtr0340208,XLOC_015226
FBtr0345316,FBtr0345316,XLOC_015227
FBtr0070414,FBtr0070414,XLOC_015227
FBtr0070398,FBtr0070398,XLOC_014020
FBtr0346648,FBtr0346648,XLOC_015228
FBtr0345315,FBtr0345315,XLOC_015228
FBtr0070412,FBtr0070412,XLOC_015228
FBtr0300793,FBtr0300793,XLOC_015228
FBtr0346010,FBtr0346010,XLOC_014021
FBtr0300792,FBtr0300792,XLOC_015229
FBtr0070411,FBtr0070411,XLOC_015229
FBtr0347302,FBtr0347302,XLOC_014022
FBtr0112535,FBtr0112535,XLOC_014022
FBtr0332962,FBtr0332962,XLOC_015230
FBtr0070408,FBtr0070408,XLOC_015230
FBtr0344007,FBtr0344007,XLOC_014023
FBtr0308939,FBtr0308939,XLOC_015231
FBtr0308938,FBtr0308938,XLOC_015231
FBtr0070407,FBtr0070407,XLOC_015232
FBtr0308937,FBtr0308937,XLOC_015232
FBtr0070399,FBtr0070399,XLOC_014024
FBtr0308931,FBtr0308931,XLOC_014025
FBtr0308932,FBtr0308932,XLOC_014025
FBtr0303997,FBtr0303997,XLOC_015233
FBtr0333731,FBtr0333731,XLOC_015233
FBtr0303998,FBtr0303998,XLOC_015233
FBtr0070406,FBtr0070406,XLOC_015233
FBtr0070401,FBtr0070401,XLOC_014023
FBtr0070405,FBtr0070405,XLOC_015234
FBtr0333730,FBtr0333730,XLOC_015234
FBtr0070404,FBtr0070404,XLOC_015235
FBtr0070403,FBtr0070403,XLOC_015235
FBtr0307284,FBtr0307284,XLOC_015235
FBtr0070402,FBtr0070402,XLOC_015235
FBtr0307285,FBtr0307285,XLOC_015235
FBtr0343597,FBtr0343597,XLOC_015235
FBtr0333530,FBtr0333530,XLOC_015236
FBtr0333529,FBtr0333529,XLOC_015236
FBtr0333531,FBtr0333531,XLOC_015236
FBtr0333532,FBtr0333532,XLOC_015236
FBtr0333533,FBtr0333533,XLOC_015236
FBtr0333526,FBtr0333526,XLOC_015236
FBtr0333528,FBtr0333528,XLOC_015236
FBtr0333527,FBtr0333527,XLOC_015236
FBtr0070462,FBtr0070462,XLOC_015237
FBtr0070461,FBtr0070461,XLOC_015238
FBtr0070460,FBtr0070460,XLOC_015239
FBtr0070459,FBtr0070459,XLOC_015240
FBtr0308831,FBtr0308831,XLOC_015240
FBtr0070458,FBtr0070458,XLOC_015241
FBtr0070457,FBtr0070457,XLOC_015241
FBtr0303886,FBtr0303886,XLOC_015241
FBtr0303887,FBtr0303887,XLOC_015241
FBtr0334883,FBtr0334883,XLOC_015241
FBtr0070435,FBtr0070435,XLOC_014026
FBtr0100380,FBtr0100380,XLOC_014026
FBtr0331161,FBtr0331161,XLOC_014026
FBtr0342805,FBtr0342805,XLOC_015242
FBtr0342810,FBtr0342810,XLOC_015242
FBtr0342806,FBtr0342806,XLOC_015242
FBtr0342808,FBtr0342808,XLOC_015242
FBtr0342809,FBtr0342809,XLOC_015242
FBtr0342811,FBtr0342811,XLOC_015242
FBtr0342812,FBtr0342812,XLOC_015242
FBtr0342813,FBtr0342813,XLOC_015242
FBtr0342814,FBtr0342814,XLOC_015242
FBtr0342815,FBtr0342815,XLOC_015242
FBtr0342816,FBtr0342816,XLOC_015242
FBtr0342817,FBtr0342817,XLOC_015242
FBtr0342818,FBtr0342818,XLOC_015242
FBtr0342819,FBtr0342819,XLOC_015242
FBtr0342820,FBtr0342820,XLOC_015242
FBtr0342821,FBtr0342821,XLOC_015242
FBtr0342822,FBtr0342822,XLOC_015242
FBtr0342824,FBtr0342824,XLOC_015242
FBtr0342825,FBtr0342825,XLOC_015242
FBtr0342826,FBtr0342826,XLOC_015242
FBtr0342823,FBtr0342823,XLOC_015242
FBtr0342807,FBtr0342807,XLOC_015242
FBtr0309617,FBtr0309617,XLOC_015242
FBtr0340085,FBtr0340085,XLOC_014027
FBtr0070436,FBtr0070436,XLOC_014027
FBtr0340084,FBtr0340084,XLOC_014027
FBtr0308565,FBtr0308565,XLOC_014027
FBtr0339401,FBtr0339401,XLOC_015243
FBtr0345706,FBtr0345706,XLOC_015243
FBtr0302447,FBtr0302447,XLOC_014028
FBtr0302449,FBtr0302449,XLOC_014028
FBtr0070437,FBtr0070437,XLOC_014028
FBtr0302448,FBtr0302448,XLOC_014028
FBtr0308567,FBtr0308567,XLOC_015244
FBtr0300707,FBtr0300707,XLOC_015244
FBtr0070438,FBtr0070438,XLOC_014029
FBtr0308566,FBtr0308566,XLOC_014029
FBtr0070439,FBtr0070439,XLOC_014030
FBtr0070440,FBtr0070440,XLOC_014030
FBtr0340091,FBtr0340091,XLOC_014030
FBtr0070448,FBtr0070448,XLOC_015245
FBtr0340093,FBtr0340093,XLOC_015245
FBtr0070441,FBtr0070441,XLOC_014031
FBtr0070447,FBtr0070447,XLOC_015246
FBtr0070446,FBtr0070446,XLOC_015247
FBtr0307159,FBtr0307159,XLOC_015248
FBtr0070445,FBtr0070445,XLOC_015248
FBtr0070442,FBtr0070442,XLOC_014032
FBtr0300708,FBtr0300708,XLOC_015249
FBtr0340092,FBtr0340092,XLOC_015249
FBtr0307158,FBtr0307158,XLOC_014033
FBtr0331587,FBtr0331587,XLOC_014033
FBtr0070466,FBtr0070466,XLOC_014034
FBtr0070468,FBtr0070468,XLOC_014034
FBtr0070473,FBtr0070473,XLOC_014034
FBtr0070469,FBtr0070469,XLOC_014034
FBtr0070467,FBtr0070467,XLOC_014034
FBtr0070474,FBtr0070474,XLOC_014034
FBtr0070472,FBtr0070472,XLOC_014034
FBtr0070470,FBtr0070470,XLOC_014034
FBtr0301966,FBtr0301966,XLOC_014034
FBtr0331753,FBtr0331753,XLOC_014034
FBtr0070475,FBtr0070475,XLOC_014034
FBtr0302185,FBtr0302185,XLOC_014034
FBtr0070476,FBtr0070476,XLOC_014034
FBtr0331752,FBtr0331752,XLOC_014034
FBtr0070471,FBtr0070471,XLOC_014034
FBtr0331751,FBtr0331751,XLOC_014034
FBtr0112828,FBtr0112828,XLOC_014034
FBtr0345172,FBtr0345172,XLOC_014034
FBtr0346738,FBtr0346738,XLOC_014034
FBtr0070506,FBtr0070506,XLOC_015250
FBtr0070505,FBtr0070505,XLOC_015251
FBtr0340601,FBtr0340601,XLOC_015251
FBtr0070477,FBtr0070477,XLOC_014035
FBtr0332311,FBtr0332311,XLOC_014035
FBtr0070504,FBtr0070504,XLOC_015252
FBtr0345716,FBtr0345716,XLOC_015253
FBtr0070502,FBtr0070502,XLOC_015253
FBtr0070478,FBtr0070478,XLOC_014036
FBtr0345709,FBtr0345709,XLOC_014036
FBtr0070501,FBtr0070501,XLOC_015254
FBtr0273276,FBtr0273276,XLOC_015254
FBtr0345710,FBtr0345710,XLOC_015254
FBtr0070479,FBtr0070479,XLOC_014037
FBtr0273279,FBtr0273279,XLOC_015255
FBtr0070480,FBtr0070480,XLOC_014038
FBtr0070499,FBtr0070499,XLOC_015256
FBtr0070481,FBtr0070481,XLOC_014039
FBtr0070482,FBtr0070482,XLOC_014039
FBtr0310649,FBtr0310649,XLOC_014039
FBtr0070498,FBtr0070498,XLOC_015257
FBtr0070484,FBtr0070484,XLOC_014040
FBtr0070485,FBtr0070485,XLOC_014041
FBtr0070486,FBtr0070486,XLOC_014042
FBtr0070487,FBtr0070487,XLOC_014043
FBtr0347024,FBtr0347024,XLOC_015258
FBtr0070497,FBtr0070497,XLOC_015258
FBtr0070488,FBtr0070488,XLOC_014044
FBtr0070496,FBtr0070496,XLOC_015259
FBtr0070495,FBtr0070495,XLOC_015259
FBtr0332496,FBtr0332496,XLOC_015260
FBtr0070494,FBtr0070494,XLOC_015260
FBtr0309500,FBtr0309500,XLOC_014045
FBtr0070559,FBtr0070559,XLOC_014045
FBtr0309501,FBtr0309501,XLOC_014045
FBtr0309525,FBtr0309525,XLOC_015261
FBtr0345318,FBtr0345318,XLOC_015262
FBtr0070492,FBtr0070492,XLOC_015262
FBtr0070493,FBtr0070493,XLOC_015262
FBtr0070491,FBtr0070491,XLOC_015262
FBtr0309881,FBtr0309881,XLOC_015262
FBtr0070490,FBtr0070490,XLOC_015263
FBtr0070489,FBtr0070489,XLOC_014046
FBtr0070567,FBtr0070567,XLOC_015264
FBtr0070566,FBtr0070566,XLOC_015265
FBtr0070565,FBtr0070565,XLOC_015266
FBtr0332495,FBtr0332495,XLOC_015266
FBtr0070564,FBtr0070564,XLOC_015267
FBtr0113325,FBtr0113325,XLOC_014047
FBtr0070546,FBtr0070546,XLOC_014047
FBtr0301061,FBtr0301061,XLOC_014048
FBtr0301059,FBtr0301059,XLOC_014048
FBtr0301060,FBtr0301060,XLOC_014048
FBtr0301058,FBtr0301058,XLOC_014048
FBtr0332426,FBtr0332426,XLOC_014048
FBtr0070563,FBtr0070563,XLOC_015268
FBtr0070550,FBtr0070550,XLOC_014049
FBtr0070551,FBtr0070551,XLOC_014050
FBtr0070552,FBtr0070552,XLOC_014051
FBtr0070553,FBtr0070553,XLOC_014052
FBtr0070554,FBtr0070554,XLOC_014053
FBtr0070555,FBtr0070555,XLOC_014054
FBtr0070556,FBtr0070556,XLOC_014055
FBtr0070557,FBtr0070557,XLOC_014056
FBtr0070558,FBtr0070558,XLOC_014057
FBtr0332493,FBtr0332493,XLOC_014057
FBtr0343758,FBtr0343758,XLOC_015269
FBtr0070562,FBtr0070562,XLOC_015269
FBtr0332492,FBtr0332492,XLOC_014045
FBtr0332494,FBtr0332494,XLOC_015270
FBtr0070561,FBtr0070561,XLOC_015270
FBtr0309498,FBtr0309498,XLOC_014045
FBtr0309499,FBtr0309499,XLOC_014045
FBtr0070560,FBtr0070560,XLOC_014045
FBtr0304659,FBtr0304659,XLOC_014058
FBtr0070507,FBtr0070507,XLOC_014058
FBtr0345708,FBtr0345708,XLOC_015271
FBtr0070543,FBtr0070543,XLOC_015271
FBtr0070542,FBtr0070542,XLOC_015272
FBtr0070508,FBtr0070508,XLOC_014059
FBtr0343600,FBtr0343600,XLOC_014059
FBtr0070509,FBtr0070509,XLOC_014060
FBtr0333315,FBtr0333315,XLOC_014060
FBtr0333316,FBtr0333316,XLOC_014060
FBtr0333317,FBtr0333317,XLOC_014060
FBtr0070541,FBtr0070541,XLOC_015273
FBtr0070540,FBtr0070540,XLOC_015274
FBtr0070539,FBtr0070539,XLOC_015275
FBtr0070523,FBtr0070523,XLOC_014061
FBtr0070538,FBtr0070538,XLOC_015276
FBtr0070537,FBtr0070537,XLOC_015277
FBtr0346736,FBtr0346736,XLOC_014062
FBtr0070511,FBtr0070511,XLOC_014060
FBtr0070512,FBtr0070512,XLOC_014060
FBtr0070513,FBtr0070513,XLOC_014060
FBtr0070515,FBtr0070515,XLOC_014060
FBtr0070519,FBtr0070519,XLOC_014060
FBtr0333312,FBtr0333312,XLOC_014060
FBtr0333313,FBtr0333313,XLOC_014060
FBtr0333314,FBtr0333314,XLOC_014060
FBtr0070517,FBtr0070517,XLOC_014060
FBtr0070518,FBtr0070518,XLOC_014060
FBtr0343761,FBtr0343761,XLOC_015278
FBtr0070520,FBtr0070520,XLOC_014060
FBtr0070536,FBtr0070536,XLOC_015279
FBtr0070521,FBtr0070521,XLOC_014060
FBtr0070522,FBtr0070522,XLOC_014060
FBtr0347539,FBtr0347539,XLOC_014063
FBtr0070525,FBtr0070525,XLOC_014064
FBtr0331605,FBtr0331605,XLOC_014064
FBtr0344076,FBtr0344076,XLOC_014064
FBtr0344078,FBtr0344078,XLOC_015280
FBtr0332303,FBtr0332303,XLOC_015280
FBtr0332304,FBtr0332304,XLOC_015280
FBtr0070534,FBtr0070534,XLOC_015280
FBtr0332302,FBtr0332302,XLOC_015280
FBtr0332305,FBtr0332305,XLOC_015281
FBtr0070532,FBtr0070532,XLOC_015281
FBtr0070531,FBtr0070531,XLOC_015282
FBtr0070526,FBtr0070526,XLOC_014065
FBtr0331606,FBtr0331606,XLOC_014065
FBtr0070530,FBtr0070530,XLOC_015283
FBtr0310466,FBtr0310466,XLOC_015283
FBtr0070529,FBtr0070529,XLOC_015284
FBtr0070527,FBtr0070527,XLOC_015284
FBtr0070528,FBtr0070528,XLOC_015284
FBtr0344077,FBtr0344077,XLOC_015285
FBtr0070591,FBtr0070591,XLOC_015285
FBtr0070592,FBtr0070592,XLOC_015285
FBtr0114487,FBtr0114487,XLOC_015285
FBtr0070568,FBtr0070568,XLOC_014066
FBtr0331609,FBtr0331609,XLOC_014066
FBtr0070590,FBtr0070590,XLOC_015286
FBtr0070569,FBtr0070569,XLOC_014067
FBtr0331610,FBtr0331610,XLOC_014067
FBtr0331611,FBtr0331611,XLOC_014067
FBtr0331612,FBtr0331612,XLOC_014067
FBtr0332285,FBtr0332285,XLOC_014067
FBtr0343540,FBtr0343540,XLOC_015287
FBtr0344969,FBtr0344969,XLOC_015287
FBtr0070589,FBtr0070589,XLOC_015287
FBtr0333795,FBtr0333795,XLOC_015288
FBtr0070588,FBtr0070588,XLOC_015288
FBtr0333794,FBtr0333794,XLOC_015288
FBtr0070570,FBtr0070570,XLOC_014068
FBtr0070571,FBtr0070571,XLOC_014068
FBtr0307365,FBtr0307365,XLOC_015289
FBtr0307366,FBtr0307366,XLOC_015289
FBtr0307179,FBtr0307179,XLOC_014069
FBtr0307180,FBtr0307180,XLOC_014069
FBtr0333793,FBtr0333793,XLOC_015288
FBtr0070586,FBtr0070586,XLOC_015288
FBtr0070587,FBtr0070587,XLOC_015288
FBtr0070575,FBtr0070575,XLOC_014070
FBtr0333798,FBtr0333798,XLOC_014070
FBtr0070577,FBtr0070577,XLOC_014071
FBtr0307280,FBtr0307280,XLOC_015290
FBtr0307279,FBtr0307279,XLOC_015290
FBtr0301821,FBtr0301821,XLOC_014072
FBtr0070578,FBtr0070578,XLOC_014072
FBtr0301824,FBtr0301824,XLOC_014072
FBtr0301822,FBtr0301822,XLOC_014072
FBtr0301823,FBtr0301823,XLOC_014072
FBtr0307277,FBtr0307277,XLOC_014072
FBtr0070579,FBtr0070579,XLOC_014072
FBtr0301825,FBtr0301825,XLOC_014072
FBtr0307278,FBtr0307278,XLOC_014072
FBtr0343578,FBtr0343578,XLOC_014072
FBtr0344655,FBtr0344655,XLOC_014073
FBtr0070584,FBtr0070584,XLOC_015291
FBtr0070582,FBtr0070582,XLOC_015291
FBtr0070583,FBtr0070583,XLOC_015291
FBtr0301659,FBtr0301659,XLOC_014074
FBtr0333752,FBtr0333752,XLOC_014074
FBtr0299582,FBtr0299582,XLOC_014074
FBtr0299580,FBtr0299580,XLOC_014074
FBtr0299579,FBtr0299579,XLOC_014074
FBtr0333751,FBtr0333751,XLOC_014074
FBtr0112680,FBtr0112680,XLOC_014074
FBtr0345319,FBtr0345319,XLOC_014074
FBtr0299581,FBtr0299581,XLOC_014074
FBtr0333753,FBtr0333753,XLOC_014074
FBtr0299583,FBtr0299583,XLOC_014074
FBtr0309620,FBtr0309620,XLOC_014075
FBtr0070596,FBtr0070596,XLOC_014074
FBtr0070598,FBtr0070598,XLOC_014076
FBtr0070597,FBtr0070597,XLOC_014076
FBtr0333764,FBtr0333764,XLOC_014076
FBtr0335189,FBtr0335189,XLOC_015294
FBtr0070599,FBtr0070599,XLOC_014077
FBtr0300629,FBtr0300629,XLOC_014078
FBtr0305348,FBtr0305348,XLOC_015293
FBtr0070600,FBtr0070600,XLOC_014079
FBtr0335188,FBtr0335188,XLOC_015292
FBtr0335187,FBtr0335187,XLOC_014080
FBtr0112801,FBtr0112801,XLOC_014081
FBtr0070605,FBtr0070605,XLOC_014082
FBtr0070606,FBtr0070606,XLOC_014081
FBtr0112802,FBtr0112802,XLOC_014081
FBtr0345714,FBtr0345714,XLOC_015295
FBtr0337067,FBtr0337067,XLOC_015295
FBtr0337066,FBtr0337066,XLOC_015295
FBtr0070635,FBtr0070635,XLOC_015295
FBtr0070634,FBtr0070634,XLOC_015295
FBtr0340205,FBtr0340205,XLOC_015296
FBtr0340206,FBtr0340206,XLOC_015296
FBtr0340204,FBtr0340204,XLOC_015296
FBtr0340203,FBtr0340203,XLOC_015296
FBtr0340202,FBtr0340202,XLOC_014083
FBtr0070609,FBtr0070609,XLOC_014083
FBtr0070610,FBtr0070610,XLOC_014083
FBtr0070608,FBtr0070608,XLOC_014083
FBtr0340201,FBtr0340201,XLOC_014083
FBtr0070611,FBtr0070611,XLOC_014084
FBtr0070612,FBtr0070612,XLOC_014085
FBtr0332388,FBtr0332388,XLOC_015297
FBtr0301100,FBtr0301100,XLOC_015297
FBtr0332389,FBtr0332389,XLOC_015297
FBtr0301099,FBtr0301099,XLOC_015297
FBtr0345712,FBtr0345712,XLOC_015298
FBtr0070627,FBtr0070627,XLOC_015298
FBtr0332387,FBtr0332387,XLOC_015298
FBtr0070613,FBtr0070613,XLOC_014086
FBtr0345711,FBtr0345711,XLOC_014086
FBtr0344825,FBtr0344825,XLOC_014087
FBtr0344826,FBtr0344826,XLOC_014088
FBtr0070616,FBtr0070616,XLOC_014089
FBtr0070617,FBtr0070617,XLOC_014089
FBtr0342739,FBtr0342739,XLOC_014089
FBtr0070618,FBtr0070618,XLOC_014089
FBtr0070626,FBtr0070626,XLOC_015299
FBtr0342740,FBtr0342740,XLOC_015299
FBtr0070625,FBtr0070625,XLOC_015300
FBtr0445312,FBtr0445312,XLOC_015301
FBtr0346011,FBtr0346011,XLOC_014090
FBtr0070624,FBtr0070624,XLOC_015301
FBtr0306828,FBtr0306828,XLOC_015302
FBtr0346012,FBtr0346012,XLOC_015303
FBtr0347547,FBtr0347547,XLOC_015304
FBtr0347549,FBtr0347549,XLOC_015304
FBtr0347548,FBtr0347548,XLOC_015304
FBtr0310492,FBtr0310492,XLOC_014091
FBtr0310493,FBtr0310493,XLOC_014091
FBtr0310491,FBtr0310491,XLOC_014091
FBtr0310494,FBtr0310494,XLOC_014091
FBtr0310495,FBtr0310495,XLOC_014091
FBtr0339681,FBtr0339681,XLOC_014091
FBtr0343297,FBtr0343297,XLOC_015305
FBtr0070671,FBtr0070671,XLOC_015305
FBtr0347157,FBtr0347157,XLOC_014092
FBtr0070670,FBtr0070670,XLOC_015306
FBtr0070638,FBtr0070638,XLOC_014093
FBtr0070639,FBtr0070639,XLOC_014094
FBtr0070640,FBtr0070640,XLOC_014094
FBtr0343425,FBtr0343425,XLOC_014094
FBtr0070641,FBtr0070641,XLOC_014094
FBtr0307206,FBtr0307206,XLOC_014094
FBtr0070669,FBtr0070669,XLOC_015307
FBtr0333184,FBtr0333184,XLOC_014095
FBtr0333183,FBtr0333183,XLOC_014095
FBtr0070642,FBtr0070642,XLOC_014095
FBtr0333186,FBtr0333186,XLOC_015308
FBtr0333185,FBtr0333185,XLOC_015308
FBtr0070668,FBtr0070668,XLOC_015308
FBtr0305181,FBtr0305181,XLOC_014096
FBtr0070643,FBtr0070643,XLOC_014096
FBtr0300931,FBtr0300931,XLOC_014096
FBtr0305182,FBtr0305182,XLOC_014096
FBtr0345713,FBtr0345713,XLOC_014096
FBtr0305184,FBtr0305184,XLOC_014096
FBtr0301124,FBtr0301124,XLOC_014096
FBtr0305183,FBtr0305183,XLOC_014096
FBtr0305185,FBtr0305185,XLOC_014096
FBtr0305179,FBtr0305179,XLOC_014096
FBtr0305180,FBtr0305180,XLOC_014096
FBtr0070644,FBtr0070644,XLOC_014097
FBtr0336884,FBtr0336884,XLOC_015309
FBtr0070665,FBtr0070665,XLOC_015309
FBtr0336882,FBtr0336882,XLOC_015309
FBtr0343523,FBtr0343523,XLOC_015309
FBtr0343524,FBtr0343524,XLOC_015309
FBtr0070666,FBtr0070666,XLOC_015309
FBtr0070667,FBtr0070667,XLOC_015309
FBtr0306816,FBtr0306816,XLOC_014098
FBtr0070664,FBtr0070664,XLOC_015310
FBtr0070645,FBtr0070645,XLOC_014099
FBtr0070663,FBtr0070663,XLOC_015311
FBtr0343573,FBtr0343573,XLOC_015312
FBtr0307050,FBtr0307050,XLOC_015312
FBtr0307049,FBtr0307049,XLOC_014100
FBtr0305282,FBtr0305282,XLOC_014100
FBtr0305283,FBtr0305283,XLOC_014101
FBtr0070661,FBtr0070661,XLOC_015313
FBtr0070646,FBtr0070646,XLOC_014102
FBtr0070647,FBtr0070647,XLOC_014103
FBtr0346013,FBtr0346013,XLOC_015314
FBtr0070660,FBtr0070660,XLOC_015315
FBtr0070659,FBtr0070659,XLOC_015316
FBtr0345705,FBtr0345705,XLOC_015317
FBtr0070658,FBtr0070658,XLOC_015317
FBtr0345707,FBtr0345707,XLOC_015318
FBtr0070657,FBtr0070657,XLOC_015318
FBtr0343889,FBtr0343889,XLOC_015319
FBtr0347427,FBtr0347427,XLOC_015319
FBtr0347426,FBtr0347426,XLOC_014104
FBtr0343574,FBtr0343574,XLOC_015319
FBtr0070656,FBtr0070656,XLOC_015319
FBtr0070648,FBtr0070648,XLOC_014105
FBtr0340200,FBtr0340200,XLOC_014105
FBtr0070655,FBtr0070655,XLOC_015320
FBtr0070650,FBtr0070650,XLOC_014106
FBtr0100671,FBtr0100671,XLOC_014106
FBtr0301475,FBtr0301475,XLOC_014106
FBtr0343599,FBtr0343599,XLOC_014106
FBtr0070654,FBtr0070654,XLOC_015321
FBtr0100670,FBtr0100670,XLOC_014106
FBtr0070651,FBtr0070651,XLOC_014106
FBtr0304528,FBtr0304528,XLOC_015322
FBtr0070652,FBtr0070652,XLOC_014107
FBtr0304309,FBtr0304309,XLOC_015324
FBtr0304400,FBtr0304400,XLOC_015323
FBtr0304406,FBtr0304406,XLOC_015325
FBtr0309825,FBtr0309825,XLOC_015326
FBtr0347473,FBtr0347473,XLOC_014108
FBtr0346020,FBtr0346020,XLOC_014108
FBtr0308918,FBtr0308918,XLOC_014109
FBtr0344479,FBtr0344479,XLOC_015327
FBtr0344480,FBtr0344480,XLOC_015327
FBtr0070672,FBtr0070672,XLOC_014110
FBtr0300608,FBtr0300608,XLOC_014110
FBtr0331162,FBtr0331162,XLOC_014110
FBtr0343569,FBtr0343569,XLOC_014110
FBtr0300609,FBtr0300609,XLOC_014110
FBtr0308914,FBtr0308914,XLOC_014110
FBtr0308915,FBtr0308915,XLOC_014110
FBtr0070674,FBtr0070674,XLOC_014111
FBtr0308916,FBtr0308916,XLOC_014111
FBtr0070702,FBtr0070702,XLOC_015328
FBtr0332290,FBtr0332290,XLOC_015328
FBtr0343568,FBtr0343568,XLOC_015328
FBtr0070675,FBtr0070675,XLOC_014112
FBtr0343566,FBtr0343566,XLOC_014112
FBtr0070676,FBtr0070676,XLOC_014113
FBtr0308917,FBtr0308917,XLOC_015329
FBtr0070701,FBtr0070701,XLOC_015329
FBtr0070677,FBtr0070677,XLOC_014114
FBtr0070699,FBtr0070699,XLOC_015330
FBtr0070678,FBtr0070678,XLOC_014115
FBtr0070698,FBtr0070698,XLOC_015331
